negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2021-00361,2021-12-12,2021-12-27,2022-01-04,2022-03-18,Ganho,1,2022,2022-01,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,14394,14394,0,,,53,131,184,15,73,761,447,314
FH-2021-00335,2021-12-13,,,,Perdido,0,2021,2021-12,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,27716,0,27716,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00127,2021-12-14,2021-12-19,2021-12-28,2022-01-18,Ganho,1,2021,2021-12,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,44238,44238,0,,,48,126,174,5,21,2128,1531,597
FH-2021-00206,2021-12-14,2022-01-07,2022-01-15,2022-02-03,Ganho,1,2022,2022-01,Paulo Menezes,Hospital Sete Coqueiros,Hospital privado,PE,Marcapasso,Cardiologia,38907,38907,0,,,37,108,145,24,19,3426,1966,1460
FH-2021-00067,2021-12-15,2021-12-28,,,Perdido,0,2021,2021-12,Marcelo Bastos,Hospital Costa Verde,Hospital privado,RN,Introdutor e guia,Cardiologia,152806,0,152806,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,13,0,0,0,0
FH-2021-00184,2021-12-15,2022-01-08,,,Perdido,0,2021,2021-12,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,129729,0,129729,Troca de fonte pagadora no meio do processo,E2 Autorizacao,0,0,0,24,0,0,0,0
FH-2021-00040,2021-12-16,2021-12-21,2022-01-07,2022-02-11,Ganho,1,2022,2022-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,115010,115010,0,,,45,110,155,5,35,11126,7605,3521
FH-2021-00107,2021-12-16,2021-12-28,2021-12-31,2022-04-06,Ganho,1,2021,2021-12,Fábio Correia,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,96675,96675,0,,,60,143,203,12,96,6981,3826,3155
FH-2021-00170,2021-12-16,,,,Perdido,0,2021,2021-12,Rogério Lins,Hospital Nossa Senhora do Carmo,Hospital privado,PE,Haste intramedular,Ortopedia,92282,0,92282,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00102,2021-12-17,2021-12-23,2022-01-07,2022-03-21,Ganho,1,2022,2022-01,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,43735,43735,0,,,44,111,155,6,73,2362,1381,981
FH-2021-00196,2021-12-17,,,,Perdido,0,2021,2021-12,Marcelo Bastos,Hospital Prazeres,Hospital privado,PE,Implante de quadril,Ortopedia,47187,0,47187,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00217,2021-12-17,2021-12-27,2022-01-08,2022-02-27,Ganho,1,2022,2022-01,Luciana Prado,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,117645,117645,0,,,32,117,149,10,50,8473,4249,4224
FH-2021-00218,2021-12-17,,,,Perdido,0,2021,2021-12,Rogério Lins,Hospital Areia Preta,Hospital privado,AL,Cateter para angioplastia,Cardiologia,110076,0,110076,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00222,2021-12-17,2022-01-12,2022-02-01,2022-04-02,Ganho,1,2022,2022-02,Marcelo Bastos,Hospital Regional de Petrolina,Hospital público,PE,Stent farmacológico,Cardiologia,208562,208562,0,,,34,144,178,26,60,16920,9043,7877
FH-2021-00025,2021-12-18,,,,Perdido,0,2021,2021-12,Rogério Lins,Hospital Manaíra,Hospital privado,PE,Introdutor e guia,Cardiologia,80481,0,80481,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00010,2021-12-19,,,,Perdido,0,2021,2021-12,Tatiana Coelho,Hospital Sete Coqueiros,Hospital privado,PE,Material para artroscopia,Ortopedia,58919,0,58919,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00248,2021-12-22,,,,Perdido,0,2021,2021-12,Luciana Prado,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,416361,0,416361,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00001,2021-12-25,2022-01-09,2022-01-21,2022-04-04,Perdido,0,2022,2022-01,Luciana Prado,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,205653,0,205653,Glosa não recuperada,E4 Faturamento,33,0,33,15,73,0,0,0
FH-2021-00079,2021-12-25,2022-01-04,,,Perdido,0,2021,2021-12,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,55772,0,55772,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,10,0,0,0,0
FH-2021-00032,2021-12-27,2022-01-19,2022-02-08,2022-03-25,Ganho,1,2022,2022-02,Fábio Correia,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,139309,139309,0,,,46,142,188,23,45,20744,6708,14036
FH-2021-00164,2021-12-27,2022-01-18,2022-02-07,2022-04-03,Perdido,0,2022,2022-02,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,314688,0,314688,Inadimplência do cliente,E4 Faturamento,25,0,25,22,55,0,0,0
FH-2021-00021,2021-12-28,2022-01-17,2022-02-03,2022-03-21,Ganho,1,2022,2022-02,Rogério Lins,Hospital Vale do Capibaribe,Hospital privado,PE,Implante de quadril,Ortopedia,81673,81673,0,,,51,115,166,20,46,4367,1459,2908
FH-2021-00216,2021-12-28,2022-01-15,2022-01-17,2022-04-01,Ganho,1,2022,2022-01,Tatiana Coelho,Hospital Madalena,Hospital privado,AL,Cateter para angioplastia,Cardiologia,57315,57315,0,,,26,100,126,18,74,2222,1586,636
FH-2022-00666,2022-01-01,2022-01-14,2022-02-03,2022-04-14,Ganho,1,2022,2022-02,Cíntia Barbosa,Hospital Estadual de Arapiraca,Hospital público,PE,Marcapasso,Cardiologia,37496,37496,0,,,31,105,136,13,70,1053,565,488
FH-2022-00675,2022-01-02,,,,Perdido,0,2022,2022-01,Diego Fontes,Saúde Atlântico,Operadora não verticalizada,AL,Implante de joelho,Ortopedia,180907,0,180907,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00759,2022-01-03,2022-01-11,2022-01-25,2022-04-08,Ganho,1,2022,2022-01,Luciana Prado,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,262761,262761,0,,,35,108,143,8,73,9354,5731,3623
FH-2022-00732,2022-01-05,2022-01-21,2022-01-25,2022-03-15,Ganho,1,2022,2022-01,Ricardo Aragão,Hospital Casa Amarela,Hospital privado,PE,Cateter para angioplastia,Cardiologia,151721,151721,0,,,78,169,247,16,49,18120,6270,11850
FH-2022-00758,2022-01-05,2022-01-24,2022-02-11,2022-04-28,Ganho,1,2022,2022-02,Luciana Prado,Hospital Casa Amarela,Hospital privado,PE,Placas e parafusos,Ortopedia,33743,33743,0,,,24,130,154,19,76,2884,1197,1687
FH-2022-00508,2022-01-06,2022-01-29,2022-02-11,2022-04-07,Perdido,0,2022,2022-02,Tatiana Coelho,Hospital Costa Verde,Hospital privado,RN,Stent farmacológico,Cardiologia,56242,0,56242,Divergência na folha de sala,E4 Faturamento,17,0,17,23,55,0,0,0
FH-2022-00578,2022-01-06,,,,Perdido,0,2022,2022-01,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Implante de joelho,Ortopedia,115705,0,115705,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00773,2022-01-06,2022-01-29,2022-02-15,2022-04-15,Ganho,1,2022,2022-02,Rogério Lins,Bom Viver Planos,Operadora não verticalizada,RN,Placas e parafusos,Ortopedia,94825,94825,0,,,33,135,168,23,59,8369,3204,5165
FH-2022-00394,2022-01-08,,,,Perdido,0,2022,2022-01,Joana Rios,Hospital Jaguaribe,Hospital privado,AL,Implante de quadril,Ortopedia,97869,0,97869,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00646,2022-01-08,2022-01-29,2022-02-09,2022-03-18,Ganho,1,2022,2022-02,Sérgio Tavares,Saúde Atlântico,Operadora não verticalizada,AL,Material para artroscopia,Ortopedia,68909,68909,0,,,45,134,179,21,37,5251,3044,2207
FH-2022-00643,2022-01-09,2022-01-25,2022-01-28,2022-04-16,Ganho,1,2022,2022-01,Fábio Correia,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,77092,77092,0,,,52,165,217,16,78,9698,3980,5718
FH-2022-00680,2022-01-09,2022-01-22,2022-02-04,2022-05-05,Ganho,1,2022,2022-02,Rogério Lins,Saúde Atlântico,Operadora não verticalizada,AL,Cateter para angioplastia,Cardiologia,114715,114715,0,,,45,109,154,13,90,6219,1806,4413
FH-2022-00697,2022-01-09,2022-01-30,,,Perdido,0,2022,2022-01,Márcia Duarte,Hospital Ponta Negra,Hospital privado,PE,Implante de quadril,Ortopedia,36162,0,36162,Autorização expirou,E2 Autorizacao,0,0,0,21,0,0,0,0
FH-2022-00542,2022-01-10,2022-01-26,2022-02-10,2022-04-10,Ganho,1,2022,2022-02,Joana Rios,Hospital Cabo Branco,Hospital privado,PE,Implante de joelho,Ortopedia,97348,97348,0,,,18,73,91,16,59,1775,460,1315
FH-2022-00654,2022-01-10,2022-01-28,2022-02-18,2022-05-14,Ganho,1,2022,2022-02,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,121336,121336,0,,,62,130,192,18,85,13322,8276,5046
FH-2022-00491,2022-01-11,,,,Perdido,0,2022,2022-01,Sérgio Tavares,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,249319,0,249319,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00786,2022-01-11,,,,Perdido,0,2022,2022-01,Diego Fontes,Clinipar Integrada,Operadora verticalizada,PE,Marcapasso,Cardiologia,307554,0,307554,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00588,2022-01-12,2022-01-19,2022-02-09,2022-03-24,Ganho,1,2022,2022-02,Paulo Menezes,Bom Viver Planos,Operadora não verticalizada,RN,Marcapasso,Cardiologia,269693,269693,0,,,24,99,123,7,43,10879,5876,5003
FH-2022-00673,2022-01-13,2022-02-06,2022-02-08,2022-05-14,Ganho,1,2022,2022-02,Cíntia Barbosa,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,142539,142539,0,,,25,90,115,24,95,8153,5749,2404
FH-2022-00429,2022-01-15,2022-02-09,2022-02-24,2022-05-17,Ganho,1,2022,2022-02,Sérgio Tavares,Hospital Farol de Maceió,Hospital privado,AL,Material para artroscopia,Ortopedia,140033,140033,0,,,39,140,179,25,82,9208,3668,5540
FH-2022-00424,2022-01-16,2022-01-31,2022-02-12,2022-04-25,Ganho,1,2022,2022-02,Sérgio Tavares,Hospital Municipal de Caruaru,Hospital público,RN,Implante de quadril,Ortopedia,73247,73247,0,,,56,120,176,15,72,5808,1521,4287
FH-2022-00442,2022-01-18,2022-01-22,2022-02-03,2022-04-18,Ganho,1,2022,2022-02,Sérgio Tavares,Vitalis Rede Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,390128,390128,0,,,39,144,183,4,74,44079,14972,29107
FH-2022-00641,2022-01-18,2022-02-01,2022-02-11,2022-05-13,Ganho,1,2022,2022-02,Sérgio Tavares,Bom Viver Planos,Operadora não verticalizada,RN,Marcapasso,Cardiologia,236005,236005,0,,,56,151,207,14,91,29280,10724,18556
FH-2022-00731,2022-01-18,,,,Perdido,0,2022,2022-01,Tatiana Coelho,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,74892,0,74892,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00441,2022-01-19,2022-02-12,2022-02-19,2022-03-22,Ganho,1,2022,2022-02,Fábio Correia,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,444072,444072,0,,,54,135,189,24,31,68817,28729,40088
FH-2022-00398,2022-01-20,2022-02-12,,,Perdido,0,2022,2022-01,Rogério Lins,Hospital Municipal do Cabo,Hospital público,PE,Malha e tela cirúrgica,Cirurgia geral,209610,0,209610,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,23,0,0,0,0
FH-2022-00632,2022-01-20,,,,Perdido,0,2022,2022-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,129299,0,129299,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00516,2022-01-21,2022-01-29,2022-01-31,2022-03-16,Perdido,0,2022,2022-01,Tatiana Coelho,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,281918,0,281918,Nota fiscal não autorizada pelo hospital,E4 Faturamento,12,0,12,8,44,0,0,0
FH-2022-00678,2022-01-21,,,,Perdido,0,2022,2022-01,Joana Rios,Bom Viver Planos,Operadora não verticalizada,RN,Implante de joelho,Ortopedia,95849,0,95849,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00506,2022-01-22,,,,Perdido,0,2022,2022-01,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,262116,0,262116,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00532,2022-01-22,2022-02-15,,,Perdido,0,2022,2022-01,Márcia Duarte,Clínica Cardio Espinheiro,Hospital privado,AL,Material para artroscopia,Ortopedia,50640,0,50640,Troca de fonte pagadora no meio do processo,E2 Autorizacao,0,0,0,24,0,0,0,0
FH-2022-00444,2022-01-25,,,,Perdido,0,2022,2022-01,Rogério Lins,NordMed Saúde,Operadora verticalizada,AL,Grampeador cirúrgico,Cirurgia geral,25048,0,25048,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00447,2022-01-25,2022-02-08,2022-02-28,2022-04-18,Ganho,1,2022,2022-02,Tatiana Coelho,Clínica Cardio Espinheiro,Hospital privado,AL,Implante de joelho,Ortopedia,34512,34512,0,,,23,106,129,14,49,1517,718,799
FH-2022-00616,2022-01-25,,,,Perdido,0,2022,2022-01,Cíntia Barbosa,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,46285,0,46285,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00694,2022-01-25,,,,Perdido,0,2022,2022-01,Rogério Lins,NordMed Saúde,Operadora verticalizada,AL,Implante de quadril,Ortopedia,63222,0,63222,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00796,2022-01-25,,,,Perdido,0,2022,2022-01,Rogério Lins,NordMed Saúde,Operadora verticalizada,AL,Malha e tela cirúrgica,Cirurgia geral,13590,0,13590,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00476,2022-01-26,2022-01-30,2022-02-05,2022-03-09,Ganho,1,2022,2022-02,Joana Rios,Hospital Jaguaribe,Hospital privado,AL,Malha e tela cirúrgica,Cirurgia geral,37905,37905,0,,,12,91,103,4,32,1321,666,655
FH-2022-00591,2022-01-27,2022-02-12,2022-02-17,2022-04-22,Ganho,1,2022,2022-02,Rogério Lins,Saúde Atlântico,Operadora não verticalizada,AL,Placas e parafusos,Ortopedia,83146,83146,0,,,40,109,149,16,64,6235,3867,2368
FH-2022-00665,2022-01-28,2022-02-11,2022-02-13,2022-03-15,Ganho,1,2022,2022-02,Marcelo Bastos,Hospital Municipal de Paulista,Hospital público,PE,Grampeador cirúrgico,Cirurgia geral,18258,18258,0,,,54,114,168,14,30,1263,323,940
FH-2022-00535,2022-02-01,,,,Perdido,0,2022,2022-02,Tatiana Coelho,Prever Saúde,Operadora não verticalizada,PE,Haste intramedular,Ortopedia,102808,0,102808,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00609,2022-02-03,2022-02-17,,,Perdido,0,2022,2022-02,Sérgio Tavares,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,53150,0,53150,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,14,0,0,0,0
FH-2022-00623,2022-02-03,2022-02-20,,,Perdido,0,2022,2022-02,Luciana Prado,Hospital Manaíra,Hospital privado,PE,Stent farmacológico,Cardiologia,59366,0,59366,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,17,0,0,0,0
FH-2022-00534,2022-02-04,2022-02-23,2022-03-04,2022-03-23,Ganho,1,2022,2022-03,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,56940,56940,0,,,36,131,167,19,19,3520,2482,1038
FH-2022-00714,2022-02-04,2022-03-01,,,Perdido,0,2022,2022-02,Fábio Correia,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,375407,0,375407,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,25,0,0,0,0
FH-2022-00715,2022-02-04,2022-02-19,2022-03-01,2022-05-04,Ganho,1,2022,2022-03,Sérgio Tavares,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de joelho,Ortopedia,79053,79053,0,,,33,132,165,15,64,6042,2938,3104
FH-2022-00727,2022-02-04,2022-02-08,2022-02-25,2022-03-16,Ganho,1,2022,2022-02,Diego Fontes,Hospital Nossa Senhora do Carmo,Hospital privado,PE,Haste intramedular,Ortopedia,45288,45288,0,,,61,131,192,4,19,3014,1768,1246
FH-2022-00392,2022-02-05,2022-02-15,2022-02-27,,Perdido,0,2022,2022-02,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,105368,0,105368,Material devolvido sem uso,E3 Cirurgia,21,0,21,10,0,0,0,0
FH-2022-00482,2022-02-06,,,,Perdido,0,2022,2022-02,Cíntia Barbosa,Hospital Municipal de Garanhuns,Hospital público,PE,Implante de quadril,Ortopedia,47950,0,47950,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00585,2022-02-06,2022-02-09,2022-02-11,2022-04-10,Ganho,1,2022,2022-02,Fábio Correia,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,64738,64738,0,,,50,156,206,3,58,4440,2957,1483
FH-2022-00564,2022-02-07,,,,Perdido,0,2022,2022-02,Marcelo Bastos,Hospital Aurora,Hospital privado,AL,Haste intramedular,Ortopedia,30228,0,30228,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00584,2022-02-08,2022-02-28,2022-03-21,2022-06-25,Ganho,1,2022,2022-03,Fábio Correia,Hospital Municipal de Paulista,Hospital público,PE,Implante de joelho,Ortopedia,497075,497075,0,,,49,161,210,20,96,46676,30543,16133
FH-2022-00631,2022-02-08,2022-02-21,2022-03-05,,Perdido,0,2022,2022-03,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Haste intramedular,Ortopedia,131089,0,131089,Material devolvido sem uso,E3 Cirurgia,62,0,62,13,0,0,0,0
FH-2022-00560,2022-02-09,2022-03-01,2022-03-03,2022-06-01,Ganho,1,2022,2022-03,Luciana Prado,Instituto Ortopédico Caruaru,Hospital privado,PE,Implante de joelho,Ortopedia,80745,80745,0,,,32,103,135,20,90,4470,3088,1382
FH-2022-00539,2022-02-10,,,,Perdido,0,2022,2022-02,Cíntia Barbosa,Hospital Municipal de Caruaru,Hospital público,RN,Placas e parafusos,Ortopedia,76611,0,76611,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00549,2022-02-10,2022-02-23,2022-02-25,2022-03-23,Ganho,1,2022,2022-02,Márcia Duarte,Hospital Vale do Capibaribe,Hospital privado,PE,Haste intramedular,Ortopedia,26465,26465,0,,,43,118,161,13,26,1491,832,659
FH-2022-00431,2022-02-13,2022-03-07,2022-03-15,2022-04-12,Ganho,1,2022,2022-03,Márcia Duarte,NordMed Saúde,Operadora verticalizada,AL,Material para artroscopia,Ortopedia,67047,67047,0,,,24,114,138,22,28,5626,2348,3278
FH-2022-00708,2022-02-13,2022-02-26,2022-03-05,2022-06-09,Ganho,1,2022,2022-03,Márcia Duarte,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,41708,41708,0,,,36,112,148,13,96,2595,695,1900
FH-2022-00802,2022-02-13,2022-03-04,2022-03-15,2022-05-06,Ganho,1,2022,2022-03,Paulo Menezes,Bom Viver Planos,Operadora não verticalizada,RN,Kit de consumo cirúrgico,Cirurgia geral,74830,74830,0,,,46,129,175,19,52,3907,2727,1180
FH-2022-00461,2022-02-14,2022-02-21,2022-03-07,2022-05-05,Ganho,1,2022,2022-03,Tatiana Coelho,Hospital Bairro Novo,Hospital privado,PB,Haste intramedular,Ortopedia,49437,49437,0,,,18,111,129,7,59,1366,718,648
FH-2022-00522,2022-02-14,2022-02-28,2022-03-13,2022-06-08,Perdido,0,2022,2022-03,Sérgio Tavares,Hospital Municipal do Cabo,Hospital público,PE,Marcapasso,Cardiologia,105955,0,105955,Divergência na folha de sala,E4 Faturamento,30,0,30,14,87,0,0,0
FH-2022-00633,2022-02-14,,,,Perdido,0,2022,2022-02,Joana Rios,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Implante de joelho,Ortopedia,50162,0,50162,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00747,2022-02-14,2022-02-28,2022-03-12,2022-06-04,Ganho,1,2022,2022-03,Luciana Prado,Hospital Regional de Campina Grande,Hospital público,PB,Material para artroscopia,Ortopedia,58195,58195,0,,,31,99,130,14,84,2230,973,1257
FH-2022-00640,2022-02-15,2022-03-05,,,Perdido,0,2022,2022-02,Sérgio Tavares,Hospital Regional de Natal,Hospital público,PB,Implante de quadril,Ortopedia,108012,0,108012,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,18,0,0,0,0
FH-2022-00417,2022-02-16,,,,Perdido,0,2022,2022-02,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Placas e parafusos,Ortopedia,141213,0,141213,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00602,2022-02-16,,,,Perdido,0,2022,2022-02,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,153134,0,153134,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00565,2022-02-19,,,,Perdido,0,2022,2022-02,Diego Fontes,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,185996,0,185996,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00777,2022-02-19,2022-03-16,,,Perdido,0,2022,2022-02,Tatiana Coelho,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,102516,0,102516,Autorização expirou,E2 Autorizacao,0,0,0,25,0,0,0,0
FH-2022-00639,2022-02-21,2022-03-06,,,Perdido,0,2022,2022-02,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Placas e parafusos,Ortopedia,126212,0,126212,Autorização expirou,E2 Autorizacao,0,0,0,13,0,0,0,0
FH-2022-00533,2022-02-22,2022-03-02,,,Perdido,0,2022,2022-02,Cíntia Barbosa,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de quadril,Ortopedia,153490,0,153490,Cirurgia cancelada,E2 Autorizacao,0,0,0,8,0,0,0,0
FH-2022-00589,2022-02-24,2022-02-27,2022-03-19,2022-04-12,Ganho,1,2022,2022-03,Cíntia Barbosa,Bom Viver Planos,Operadora não verticalizada,RN,Implante de joelho,Ortopedia,52709,52709,0,,,15,113,128,3,24,1672,591,1081
FH-2022-00615,2022-02-24,,,,Perdido,0,2022,2022-02,Joana Rios,Hospital Manaíra,Hospital privado,PE,Implante de joelho,Ortopedia,23896,0,23896,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2022-00729,2022-02-24,2022-03-21,2022-04-09,2022-06-21,Ganho,1,2022,2022-04,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,163176,163176,0,,,35,133,168,25,73,11202,4455,6747
FH-2022-00385,2022-02-25,2022-03-23,2022-04-06,2022-07-04,Ganho,1,2022,2022-04,Márcia Duarte,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,63157,63157,0,,,32,115,147,26,89,4362,2462,1900
FH-2022-00536,2022-02-25,2022-03-21,2022-03-31,2022-07-03,Ganho,1,2022,2022-03,Rogério Lins,Bom Viver Planos,Operadora não verticalizada,RN,Marcapasso,Cardiologia,189680,189680,0,,,48,123,171,24,94,13780,8372,5408
FH-2022-00436,2022-02-26,,,,Perdido,0,2022,2022-02,Márcia Duarte,Hospital Vila Nova,Hospital privado,AL,Implante de quadril,Ortopedia,18868,0,18868,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
